filename,class
DGE_all_cows\2\Cow_11\350_DGE.tif,2
DGE_all_cows\2\Cow_11\226_DGE.tif,2
DGE_all_cows\2\Cow_11\120_DGE.tif,2
DGE_all_cows\2\Cow_11\186_DGE.tif,2
DGE_all_cows\2\Cow_11_2\185_DGE.tif,2
DGE_all_cows\2\Cow_11\288_DGE.tif,2
DGE_all_cows\2\Cow_11_2\113_DGE.tif,2
DGE_all_cows\2\Cow_11_2\203_DGE.tif,2
DGE_all_cows\2\Cow_11\145_DGE.tif,2
DGE_all_cows\2\Cow_11_2\118_DGE.tif,2
DGE_all_cows\2\Cow_11\87_DGE.tif,2
DGE_all_cows\2\Cow_11\192_DGE.tif,2
DGE_all_cows\2\Cow_11_2\204_DGE.tif,2
DGE_all_cows\2\Cow_11\85_DGE.tif,2
DGE_all_cows\2\Cow_11\223_DGE.tif,2
DGE_all_cows\2\Cow_11\38_DGE.tif,2
DGE_all_cows\2\Cow_11_2\179_DGE.tif,2
DGE_all_cows\2\Cow_11\114_DGE.tif,2
DGE_all_cows\2\Cow_11\105_DGE.tif,2
DGE_all_cows\2\Cow_11\278_DGE.tif,2
DGE_all_cows\2\Cow_11\123_DGE.tif,2
DGE_all_cows\2\Cow_11_2\111_DGE.tif,2
DGE_all_cows\2\Cow_11\188_DGE.tif,2
DGE_all_cows\2\Cow_11_2\174_DGE.tif,2
DGE_all_cows\2\Cow_11\166_DGE.tif,2
DGE_all_cows\2\Cow_11\276_DGE.tif,2
DGE_all_cows\2\Cow_11\333_DGE.tif,2
DGE_all_cows\2\Cow_11\177_DGE.tif,2
DGE_all_cows\2\Cow_11_2\116_DGE.tif,2
DGE_all_cows\2\Cow_11\63_DGE.tif,2
DGE_all_cows\2\Cow_11_2\94_DGE.tif,2
DGE_all_cows\2\Cow_11_2\119_DGE.tif,2
DGE_all_cows\2\Cow_11_2\140_DGE.tif,2
DGE_all_cows\2\Cow_11\189_DGE.tif,2
DGE_all_cows\2\Cow_5\14_DGE.tif,2
DGE_all_cows\2\Cow_5_1\107_DGE.tif,2
DGE_all_cows\2\Cow_11\122_DGE.tif,2
DGE_all_cows\2\Cow_11\148_DGE.tif,2
DGE_all_cows\2\Cow_11\243_DGE.tif,2
DGE_all_cows\2\Cow_11\167_DGE.tif,2
DGE_all_cows\2\Cow_11\336_DGE.tif,2
DGE_all_cows\2\Cow_11\317_DGE.tif,2
DGE_all_cows\2\Cow_11\290_DGE.tif,2
DGE_all_cows\2\Cow_11\320_DGE.tif,2
DGE_all_cows\2\Cow_11_2\157_DGE.tif,2
DGE_all_cows\2\Cow_11\70_DGE.tif,2
DGE_all_cows\2\Cow_11\37_DGE.tif,2
DGE_all_cows\2\Cow_11\314_DGE.tif,2
DGE_all_cows\2\Cow_11_2\240_DGE.tif,2
DGE_all_cows\2\Cow_11_2\126_DGE.tif,2
DGE_all_cows\2\Cow_11\175_DGE.tif,2
DGE_all_cows\2\Cow_11\362_DGE.tif,2
DGE_all_cows\2\Cow_11\228_DGE.tif,2
DGE_all_cows\2\Cow_11_2\197_DGE.tif,2
DGE_all_cows\2\Cow_11\130_DGE.tif,2
DGE_all_cows\2\Cow_11\60_DGE.tif,2
DGE_all_cows\2\Cow_11\81_DGE.tif,2
DGE_all_cows\2\Cow_5\7_DGE.tif,2
DGE_all_cows\2\Cow_11\332_DGE.tif,2
DGE_all_cows\2\Cow_11_2\131_DGE.tif,2
DGE_all_cows\2\Cow_11\242_DGE.tif,2
DGE_all_cows\2\Cow_5\15_DGE.tif,2
DGE_all_cows\2\Cow_11_2\150_DGE.tif,2
DGE_all_cows\2\Cow_11_2\231_DGE.tif,2
DGE_all_cows\2\Cow_11\174_DGE.tif,2
DGE_all_cows\2\Cow_11\20_DGE.tif,2
DGE_all_cows\2\Cow_11\345_DGE.tif,2
DGE_all_cows\2\Cow_11\69_DGE.tif,2
DGE_all_cows\2\Cow_11_2\102_DGE.tif,2
DGE_all_cows\2\Cow_11_2\201_DGE.tif,2
DGE_all_cows\2\Cow_11\316_DGE.tif,2
DGE_all_cows\2\Cow_11\342_DGE.tif,2
DGE_all_cows\2\Cow_5\4_DGE.tif,2
DGE_all_cows\2\Cow_11\357_DGE.tif,2
DGE_all_cows\2\Cow_11\97_DGE.tif,2
DGE_all_cows\2\Cow_11\29_DGE.tif,2
DGE_all_cows\2\Cow_11_2\173_DGE.tif,2
DGE_all_cows\2\Cow_11_2\97_DGE.tif,2
DGE_all_cows\2\Cow_11\308_DGE.tif,2
DGE_all_cows\2\Cow_11_2\105_DGE.tif,2
DGE_all_cows\2\Cow_11\232_DGE.tif,2
DGE_all_cows\2\Cow_11\338_DGE.tif,2
DGE_all_cows\2\Cow_11\231_DGE.tif,2
DGE_all_cows\2\Cow_11_2\209_DGE.tif,2
DGE_all_cows\2\Cow_11\43_DGE.tif,2
DGE_all_cows\2\Cow_11\302_DGE.tif,2
DGE_all_cows\2\Cow_11_2\143_DGE.tif,2
DGE_all_cows\2\Cow_5_1\102_DGE.tif,2
DGE_all_cows\2\Cow_11\160_DGE.tif,2
DGE_all_cows\2\Cow_11\261_DGE.tif,2
DGE_all_cows\2\Cow_11\291_DGE.tif,2
DGE_all_cows\2\Cow_11\208_DGE.tif,2
DGE_all_cows\2\Cow_11\152_DGE.tif,2
DGE_all_cows\2\Cow_11\112_DGE.tif,2
DGE_all_cows\2\Cow_11_2\198_DGE.tif,2
DGE_all_cows\2\Cow_11_2\144_DGE.tif,2
DGE_all_cows\2\Cow_11\171_DGE.tif,2
DGE_all_cows\2\Cow_11_2\87_DGE.tif,2
DGE_all_cows\2\Cow_11\109_DGE.tif,2
DGE_all_cows\2\Cow_11\251_DGE.tif,2
DGE_all_cows\2\Cow_11_2\162_DGE.tif,2
DGE_all_cows\2\Cow_11\328_DGE.tif,2
DGE_all_cows\2\Cow_11\313_DGE.tif,2
DGE_all_cows\2\Cow_11_2\104_DGE.tif,2
DGE_all_cows\2\Cow_11\274_DGE.tif,2
DGE_all_cows\2\Cow_11\200_DGE.tif,2
DGE_all_cows\2\Cow_11\95_DGE.tif,2
DGE_all_cows\2\Cow_11_2\211_DGE.tif,2
DGE_all_cows\2\Cow_11\133_DGE.tif,2
DGE_all_cows\2\Cow_11\358_DGE.tif,2
DGE_all_cows\2\Cow_11\309_DGE.tif,2
DGE_all_cows\2\Cow_11\270_DGE.tif,2
DGE_all_cows\2\Cow_11\72_DGE.tif,2
DGE_all_cows\2\Cow_11\307_DGE.tif,2
DGE_all_cows\2\Cow_11_2\101_DGE.tif,2
DGE_all_cows\2\Cow_11_2\234_DGE.tif,2
DGE_all_cows\2\Cow_11\354_DGE.tif,2
DGE_all_cows\2\Cow_11_2\154_DGE.tif,2
DGE_all_cows\2\Cow_11\330_DGE.tif,2
DGE_all_cows\2\Cow_11_2\172_DGE.tif,2
DGE_all_cows\2\Cow_11_2\155_DGE.tif,2
DGE_all_cows\2\Cow_11\259_DGE.tif,2
DGE_all_cows\2\Cow_5\10_DGE.tif,2
DGE_all_cows\2\Cow_11\258_DGE.tif,2
DGE_all_cows\2\Cow_5\8_DGE.tif,2
DGE_all_cows\2\Cow_11\284_DGE.tif,2
DGE_all_cows\2\Cow_11\203_DGE.tif,2
DGE_all_cows\2\Cow_11_2\163_DGE.tif,2
DGE_all_cows\2\Cow_11_2\134_DGE.tif,2
DGE_all_cows\2\Cow_11_2\114_DGE.tif,2
DGE_all_cows\2\Cow_11\222_DGE.tif,2
DGE_all_cows\2\Cow_11_2\170_DGE.tif,2
DGE_all_cows\2\Cow_11\348_DGE.tif,2
DGE_all_cows\2\Cow_21_8029\53_DGE.tif,2
DGE_all_cows\2\Cow_11\83_DGE.tif,2
DGE_all_cows\2\Cow_11\66_DGE.tif,2
DGE_all_cows\2\Cow_11_2\210_DGE.tif,2
DGE_all_cows\2\Cow_11\92_DGE.tif,2
DGE_all_cows\2\Cow_11\101_DGE.tif,2
DGE_all_cows\2\Cow_11\155_DGE.tif,2
DGE_all_cows\2\Cow_11\132_DGE.tif,2
DGE_all_cows\2\Cow_11\215_DGE.tif,2
DGE_all_cows\2\Cow_11\28_DGE.tif,2
DGE_all_cows\2\Cow_11_2\184_DGE.tif,2
DGE_all_cows\2\Cow_11\126_DGE.tif,2
DGE_all_cows\2\Cow_11\59_DGE.tif,2
DGE_all_cows\2\Cow_11_2\95_DGE.tif,2
DGE_all_cows\2\Cow_11_2\139_DGE.tif,2
DGE_all_cows\2\Cow_11_2\219_DGE.tif,2
DGE_all_cows\2\Cow_11_2\216_DGE.tif,2
DGE_all_cows\2\Cow_11\176_DGE.tif,2
DGE_all_cows\2\Cow_11_2\220_DGE.tif,2
DGE_all_cows\2\Cow_11\195_DGE.tif,2
DGE_all_cows\2\Cow_11\245_DGE.tif,2
DGE_all_cows\2\Cow_11\191_DGE.tif,2
DGE_all_cows\2\Cow_11\303_DGE.tif,2
DGE_all_cows\2\Cow_11_2\176_DGE.tif,2
DGE_all_cows\2\Cow_11_2\153_DGE.tif,2
DGE_all_cows\2\Cow_11\89_DGE.tif,2
DGE_all_cows\2\Cow_11\325_DGE.tif,2
DGE_all_cows\2\Cow_11\58_DGE.tif,2
DGE_all_cows\2\Cow_5\1_DGE.tif,2
DGE_all_cows\2\Cow_11\128_DGE.tif,2
DGE_all_cows\2\Cow_11\119_DGE.tif,2
DGE_all_cows\2\Cow_11_2\192_DGE.tif,2
DGE_all_cows\2\Cow_11\137_DGE.tif,2
DGE_all_cows\2\Cow_11_2\149_DGE.tif,2
DGE_all_cows\2\Cow_11_2\238_DGE.tif,2
DGE_all_cows\2\Cow_11\266_DGE.tif,2
DGE_all_cows\2\Cow_11\27_DGE.tif,2
DGE_all_cows\2\Cow_11\53_DGE.tif,2
DGE_all_cows\2\Cow_11_2\90_DGE.tif,2
DGE_all_cows\2\Cow_11\337_DGE.tif,2
DGE_all_cows\2\Cow_5_1\104_DGE.tif,2
DGE_all_cows\2\Cow_11\213_DGE.tif,2
DGE_all_cows\2\Cow_11\57_DGE.tif,2
DGE_all_cows\2\Cow_11\169_DGE.tif,2
DGE_all_cows\2\Cow_11\210_DGE.tif,2
DGE_all_cows\2\Cow_11\315_DGE.tif,2
DGE_all_cows\2\Cow_11\219_DGE.tif,2
DGE_all_cows\2\Cow_11_2\222_DGE.tif,2
DGE_all_cows\2\Cow_11\139_DGE.tif,2
DGE_all_cows\2\Cow_11_2\182_DGE.tif,2
DGE_all_cows\2\Cow_11\235_DGE.tif,2
DGE_all_cows\2\Cow_5\9_DGE.tif,2
DGE_all_cows\2\Cow_11\116_DGE.tif,2
DGE_all_cows\2\Cow_11\172_DGE.tif,2
DGE_all_cows\2\Cow_11\341_DGE.tif,2
DGE_all_cows\2\Cow_11_2\92_DGE.tif,2
DGE_all_cows\2\Cow_11\201_DGE.tif,2
DGE_all_cows\2\Cow_11\254_DGE.tif,2
DGE_all_cows\2\Cow_11\244_DGE.tif,2
DGE_all_cows\2\Cow_11_2\124_DGE.tif,2
DGE_all_cows\2\Cow_11\281_DGE.tif,2
DGE_all_cows\2\Cow_11\33_DGE.tif,2
DGE_all_cows\2\Cow_11\146_DGE.tif,2
DGE_all_cows\2\Cow_5\2_DGE.tif,2
DGE_all_cows\2\Cow_11\295_DGE.tif,2
DGE_all_cows\2\Cow_11_2\146_DGE.tif,2
DGE_all_cows\2\Cow_21_8029\65_DGE.tif,2
DGE_all_cows\2\Cow_11_2\112_DGE.tif,2
DGE_all_cows\2\Cow_11\149_DGE.tif,2
DGE_all_cows\2\Cow_11_2\214_DGE.tif,2
DGE_all_cows\2\Cow_11\79_DGE.tif,2
DGE_all_cows\2\Cow_11\156_DGE.tif,2
DGE_all_cows\2\Cow_11\25_DGE.tif,2
DGE_all_cows\2\Cow_11_2\158_DGE.tif,2
DGE_all_cows\2\Cow_11\184_DGE.tif,2
DGE_all_cows\2\Cow_11_2\218_DGE.tif,2
DGE_all_cows\2\Cow_11\39_DGE.tif,2
DGE_all_cows\2\Cow_21_8029\58_DGE.tif,2
DGE_all_cows\2\Cow_11\294_DGE.tif,2
DGE_all_cows\2\Cow_11_2\138_DGE.tif,2
DGE_all_cows\2\Cow_11\225_DGE.tif,2
DGE_all_cows\2\Cow_11_2\167_DGE.tif,2
DGE_all_cows\2\Cow_11_2\130_DGE.tif,2
DGE_all_cows\2\Cow_11\77_DGE.tif,2
DGE_all_cows\2\Cow_11_2\117_DGE.tif,2
DGE_all_cows\2\Cow_11\181_DGE.tif,2
DGE_all_cows\2\Cow_21_8029\57_DGE.tif,2
DGE_all_cows\2\Cow_11_2\221_DGE.tif,2
DGE_all_cows\2\Cow_11_2\213_DGE.tif,2
DGE_all_cows\2\Cow_5\12_DGE.tif,2
DGE_all_cows\2\Cow_11\183_DGE.tif,2
DGE_all_cows\2\Cow_11\212_DGE.tif,2
DGE_all_cows\2\Cow_11\104_DGE.tif,2
DGE_all_cows\2\Cow_11\56_DGE.tif,2
DGE_all_cows\2\Cow_11_2\171_DGE.tif,2
DGE_all_cows\2\Cow_11\22_DGE.tif,2
DGE_all_cows\2\Cow_11_2\236_DGE.tif,2
DGE_all_cows\2\Cow_11\323_DGE.tif,2
DGE_all_cows\2\Cow_11\162_DGE.tif,2
DGE_all_cows\2\Cow_11_2\110_DGE.tif,2
DGE_all_cows\2\Cow_11_2\168_DGE.tif,2
DGE_all_cows\2\Cow_11\141_DGE.tif,2
DGE_all_cows\2\Cow_11\221_DGE.tif,2
DGE_all_cows\2\Cow_11\196_DGE.tif,2
DGE_all_cows\2\Cow_11\94_DGE.tif,2
DGE_all_cows\2\Cow_11\356_DGE.tif,2
DGE_all_cows\2\Cow_11\26_DGE.tif,2
DGE_all_cows\2\Cow_11\111_DGE.tif,2
DGE_all_cows\2\Cow_11\106_DGE.tif,2
DGE_all_cows\2\Cow_11\48_DGE.tif,2
DGE_all_cows\2\Cow_11\194_DGE.tif,2
DGE_all_cows\2\Cow_11_2\191_DGE.tif,2
DGE_all_cows\2\Cow_11\73_DGE.tif,2
DGE_all_cows\2\Cow_11\173_DGE.tif,2
DGE_all_cows\2\Cow_11\140_DGE.tif,2
DGE_all_cows\2\Cow_21_8029\52_DGE.tif,2
DGE_all_cows\2\Cow_11\296_DGE.tif,2
DGE_all_cows\2\Cow_11\280_DGE.tif,2
DGE_all_cows\2\Cow_11_2\145_DGE.tif,2
DGE_all_cows\2\Cow_11\107_DGE.tif,2
DGE_all_cows\2\Cow_11\157_DGE.tif,2
DGE_all_cows\2\Cow_21_8029\56_DGE.tif,2
DGE_all_cows\2\Cow_11_2\106_DGE.tif,2
DGE_all_cows\2\Cow_11\205_DGE.tif,2
DGE_all_cows\2\Cow_11_2\224_DGE.tif,2
DGE_all_cows\2\Cow_11\23_DGE.tif,2
DGE_all_cows\2\Cow_11\306_DGE.tif,2
DGE_all_cows\2\Cow_11\182_DGE.tif,2
DGE_all_cows\2\Cow_11\287_DGE.tif,2
DGE_all_cows\2\Cow_11\324_DGE.tif,2
DGE_all_cows\2\Cow_11\21_DGE.tif,2
DGE_all_cows\2\Cow_11_2\98_DGE.tif,2
DGE_all_cows\2\Cow_5_1\100_DGE.tif,2
DGE_all_cows\2\Cow_11\234_DGE.tif,2
DGE_all_cows\2\Cow_11_2\180_DGE.tif,2
DGE_all_cows\2\Cow_11\272_DGE.tif,2
DGE_all_cows\2\Cow_11\340_DGE.tif,2
DGE_all_cows\2\Cow_11\305_DGE.tif,2
DGE_all_cows\2\Cow_11_2\169_DGE.tif,2
DGE_all_cows\2\Cow_11\360_DGE.tif,2
DGE_all_cows\2\Cow_11\96_DGE.tif,2
DGE_all_cows\2\Cow_5\0_DGE.tif,2
DGE_all_cows\2\Cow_11_2\136_DGE.tif,2
DGE_all_cows\2\Cow_11\71_DGE.tif,2
DGE_all_cows\2\Cow_5_1\106_DGE.tif,2
DGE_all_cows\2\Cow_11\238_DGE.tif,2
DGE_all_cows\2\Cow_11\147_DGE.tif,2
DGE_all_cows\2\Cow_11\286_DGE.tif,2
DGE_all_cows\2\Cow_11\158_DGE.tif,2
DGE_all_cows\2\Cow_11\264_DGE.tif,2
DGE_all_cows\2\Cow_11\247_DGE.tif,2
DGE_all_cows\2\Cow_11_2\128_DGE.tif,2
DGE_all_cows\2\Cow_11\34_DGE.tif,2
DGE_all_cows\2\Cow_11\93_DGE.tif,2
DGE_all_cows\2\Cow_11_2\193_DGE.tif,2
DGE_all_cows\2\Cow_5\13_DGE.tif,2
DGE_all_cows\2\Cow_11\47_DGE.tif,2
DGE_all_cows\2\Cow_11\202_DGE.tif,2
DGE_all_cows\2\Cow_21_8029\64_DGE.tif,2
DGE_all_cows\2\Cow_11_2\206_DGE.tif,2
DGE_all_cows\2\Cow_11\248_DGE.tif,2
DGE_all_cows\2\Cow_11\131_DGE.tif,2
DGE_all_cows\2\Cow_11\260_DGE.tif,2
DGE_all_cows\2\Cow_11_2\86_DGE.tif,2
DGE_all_cows\2\Cow_11\100_DGE.tif,2
DGE_all_cows\2\Cow_11\236_DGE.tif,2
DGE_all_cows\2\Cow_11\252_DGE.tif,2
DGE_all_cows\2\Cow_11\30_DGE.tif,2
DGE_all_cows\2\Cow_11\151_DGE.tif,2
DGE_all_cows\2\Cow_5_1\111_DGE.tif,2
DGE_all_cows\2\Cow_5\6_DGE.tif,2
DGE_all_cows\2\Cow_11_2\229_DGE.tif,2
DGE_all_cows\2\Cow_11_2\227_DGE.tif,2
DGE_all_cows\2\Cow_11\230_DGE.tif,2
DGE_all_cows\2\Cow_11\269_DGE.tif,2
DGE_all_cows\2\Cow_11\293_DGE.tif,2
DGE_all_cows\2\Cow_11\117_DGE.tif,2
DGE_all_cows\2\Cow_11_2\91_DGE.tif,2
DGE_all_cows\2\Cow_11\86_DGE.tif,2
DGE_all_cows\2\Cow_11_2\135_DGE.tif,2
DGE_all_cows\2\Cow_11\246_DGE.tif,2
DGE_all_cows\2\Cow_11_2\225_DGE.tif,2
DGE_all_cows\2\Cow_5\3_DGE.tif,2
DGE_all_cows\2\Cow_11\298_DGE.tif,2
DGE_all_cows\2\Cow_11\233_DGE.tif,2
DGE_all_cows\2\Cow_11_2\160_DGE.tif,2
DGE_all_cows\2\Cow_11_2\212_DGE.tif,2
DGE_all_cows\2\Cow_21_8029\59_DGE.tif,2
DGE_all_cows\2\Cow_11\185_DGE.tif,2
DGE_all_cows\2\Cow_21_8029\54_DGE.tif,2
DGE_all_cows\2\Cow_11\88_DGE.tif,2
DGE_all_cows\2\Cow_11\207_DGE.tif,2
DGE_all_cows\2\Cow_11_2\243_DGE.tif,2
DGE_all_cows\2\Cow_11\45_DGE.tif,2
DGE_all_cows\2\Cow_11\125_DGE.tif,2
DGE_all_cows\2\Cow_11\335_DGE.tif,2
DGE_all_cows\2\Cow_11\206_DGE.tif,2
DGE_all_cows\2\Cow_11\127_DGE.tif,2
DGE_all_cows\2\Cow_5_1\109_DGE.tif,2
DGE_all_cows\2\Cow_11\214_DGE.tif,2
DGE_all_cows\2\Cow_11_2\123_DGE.tif,2
DGE_all_cows\2\Cow_11_2\189_DGE.tif,2
DGE_all_cows\2\Cow_11\35_DGE.tif,2
DGE_all_cows\3\Cow_12\110_DGE.tif,3
DGE_all_cows\3\Cow_2_1015\384_DGE.tif,3
DGE_all_cows\3\Cow_14\83_DGE.tif,3
DGE_all_cows\3\Cow_12\44_DGE.tif,3
DGE_all_cows\3\Cow_46_1\10_DGE.tif,3
DGE_all_cows\3\Cow_14\86_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\21_DGE.tif,3
DGE_all_cows\3\Cow_25_66\79_DGE.tif,3
DGE_all_cows\3\Cow_46\303_DGE.tif,3
DGE_all_cows\3\Cow_12\23_DGE.tif,3
DGE_all_cows\3\Cow_46_1\27_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\23_DGE.tif,3
DGE_all_cows\3\Cow_12\63_DGE.tif,3
DGE_all_cows\3\Cow_46\373_DGE.tif,3
DGE_all_cows\3\Cow_8_2023\168_DGE.tif,3
DGE_all_cows\3\Cow_12\28_DGE.tif,3
DGE_all_cows\3\Cow_46\271_DGE.tif,3
DGE_all_cows\3\Cow_46\291_DGE.tif,3
DGE_all_cows\3\Cow_12\77_DGE.tif,3
DGE_all_cows\3\Cow_46\374_DGE.tif,3
DGE_all_cows\3\Cow_12\9_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\40_DGE.tif,3
DGE_all_cows\3\Cow_46\363_DGE.tif,3
DGE_all_cows\3\Cow_14_0011\85_DGE.tif,3
DGE_all_cows\3\Cow_53\79_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\27_DGE.tif,3
DGE_all_cows\3\Cow_12\88_DGE.tif,3
DGE_all_cows\3\Cow_46_1\35_DGE.tif,3
DGE_all_cows\3\Cow_8_2023\171_DGE.tif,3
DGE_all_cows\3\Cow_46\397_DGE.tif,3
DGE_all_cows\3\Cow_46_1\13_DGE.tif,3
DGE_all_cows\3\Cow_16_1004\60_DGE.tif,3
DGE_all_cows\3\Cow_46_1\19_DGE.tif,3
DGE_all_cows\3\Cow_14\89_DGE.tif,3
DGE_all_cows\3\Cow_12\20_DGE.tif,3
DGE_all_cows\3\Cow_46_1\30_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\20_DGE.tif,3
DGE_all_cows\3\Cow_14_0011\93_DGE.tif,3
DGE_all_cows\3\Cow_46\261_DGE.tif,3
DGE_all_cows\3\Cow_12\10_DGE.tif,3
DGE_all_cows\3\Cow_46_1\7_DGE.tif,3
DGE_all_cows\3\Cow_46\262_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\41_DGE.tif,3
DGE_all_cows\3\Cow_3_3083\216_DGE.tif,3
DGE_all_cows\3\Cow_12\106_DGE.tif,3
DGE_all_cows\3\Cow_46_2\57_DGE.tif,3
DGE_all_cows\3\Cow_46\247_DGE.tif,3
DGE_all_cows\3\Cow_12\69_DGE.tif,3
DGE_all_cows\3\Cow_46\252_DGE.tif,3
DGE_all_cows\3\Cow_46\334_DGE.tif,3
DGE_all_cows\3\Cow_46\345_DGE.tif,3
DGE_all_cows\3\Cow_12\70_DGE.tif,3
DGE_all_cows\3\Cow_46_1\23_DGE.tif,3
DGE_all_cows\3\Cow_12\79_DGE.tif,3
DGE_all_cows\3\Cow_12\108_DGE.tif,3
DGE_all_cows\3\Cow_46_1\43_DGE.tif,3
DGE_all_cows\3\Cow_46\376_DGE.tif,3
DGE_all_cows\3\Cow_46\330_DGE.tif,3
DGE_all_cows\3\Cow_46\266_DGE.tif,3
DGE_all_cows\3\Cow_12\121_DGE.tif,3
DGE_all_cows\3\Cow_46\284_DGE.tif,3
DGE_all_cows\3\Cow_25_66\75_DGE.tif,3
DGE_all_cows\3\Cow_12\27_DGE.tif,3
DGE_all_cows\3\Cow_46\281_DGE.tif,3
DGE_all_cows\3\Cow_12\39_DGE.tif,3
DGE_all_cows\3\Cow_14\82_DGE.tif,3
DGE_all_cows\3\Cow_46\367_DGE.tif,3
DGE_all_cows\3\Cow_46_1\42_DGE.tif,3
DGE_all_cows\3\Cow_25_66\80_DGE.tif,3
DGE_all_cows\3\Cow_12\53_DGE.tif,3
DGE_all_cows\3\Cow_12\94_DGE.tif,3
DGE_all_cows\3\Cow_2_1015\387_DGE.tif,3
DGE_all_cows\3\Cow_12\50_DGE.tif,3
DGE_all_cows\3\Cow_6_103\185_DGE.tif,3
DGE_all_cows\3\Cow_12\22_DGE.tif,3
DGE_all_cows\3\Cow_46\258_DGE.tif,3
DGE_all_cows\3\Cow_46\392_DGE.tif,3
DGE_all_cows\3\Cow_16_1\25_DGE.tif,3
DGE_all_cows\3\Cow_12\98_DGE.tif,3
DGE_all_cows\3\Cow_46\393_DGE.tif,3
DGE_all_cows\3\Cow_12\93_DGE.tif,3
DGE_all_cows\3\Cow_14\104_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\39_DGE.tif,3
DGE_all_cows\3\Cow_2_1015\381_DGE.tif,3
DGE_all_cows\3\Cow_46\358_DGE.tif,3
DGE_all_cows\3\Cow_46\306_DGE.tif,3
DGE_all_cows\3\Cow_46\335_DGE.tif,3
DGE_all_cows\3\Cow_53\75_DGE.tif,3
DGE_all_cows\3\Cow_25_66\78_DGE.tif,3
DGE_all_cows\3\Cow_12\76_DGE.tif,3
DGE_all_cows\3\Cow_25_66\82_DGE.tif,3
DGE_all_cows\3\Cow_14\87_DGE.tif,3
DGE_all_cows\3\Cow_46\323_DGE.tif,3
DGE_all_cows\3\Cow_46\275_DGE.tif,3
DGE_all_cows\3\Cow_46\391_DGE.tif,3
DGE_all_cows\3\Cow_46\382_DGE.tif,3
DGE_all_cows\3\Cow_25_66\81_DGE.tif,3
DGE_all_cows\3\Cow_14_0011\84_DGE.tif,3
DGE_all_cows\3\Cow_46\321_DGE.tif,3
DGE_all_cows\3\Cow_46_2\43_DGE.tif,3
DGE_all_cows\3\Cow_46\309_DGE.tif,3
DGE_all_cows\3\Cow_12\48_DGE.tif,3
